qseqid,kingdom,phylum,class,order,family,genus,species,notes
"4e2f42d422ffa788fa5401c44152d784","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Paracremonium","Paracremonium binnewijzendii","ITS pipeline completed"
"4e404bc4f5ab5aef89aac0721f89405c","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unclassified","Serendipita","Unclassified","ITS pipeline completed"
"4e5d4875c95549ad078ac2cd05cb5d22","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium","Unclassified","ITS pipeline completed"
"4e6bd20675bc9dadf276be0cf5a87fa1","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Unclassified","Unclassified","ITS pipeline completed"
"4e6cba4b0757fc871e8e052c53d37270","Fungi","Chytridiomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"4e74e5ab7fcb705edb945816b720b6cd","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Unclassified","Unclassified","ITS pipeline completed"
"4e78b344a742e84c83b0cb694382597f","Fungi","Ascomycota","Dothideomycetes","Venturiales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"4e8fa57f8b8942d9518eac05e10cb6a1","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"4e90d87d032a610b0d5d2d5faa88401a","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Achroiostachys","Achroiostachys humicola","ITS pipeline completed"
"4ea13dd5e2e7248a32713b28d67e62f5","Fungi","Basidiomycota","Agaricomycetes","Boletales","Suillaceae","Suillus","Suillus weaverae","ITS pipeline completed"
"4eb5f02c13ceffe1c8d5bb9e0f2819c6","Fungi","Ascomycota","Sordariomycetes","Sordariales","Bombardiaceae","Ramophialophora","Unclassified","ITS pipeline completed"
"4ec229611fece8ab38ac95ea8358431e","Viridiplantae","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae","Symbiochloris","Unclassified","ITS pipeline completed"
"4ef913a8092cd9b2b642d78fa37855c6","Fungi","Ascomycota","Lecanoromycetes","Acarosporales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"4efa013a72c88d7b318a7cddadfe5633","Fungi","Basidiomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"4f131401752e4616f8e727e6878a8d80","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia crocea","ITS pipeline completed"
"4f1e2f6ad6764c9a253a5b8c1a4b8a49","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","Absidia glauca","ITS pipeline completed"
"4f217789d47347c3fe3472806eebd07f","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","Hygrocybe acutoconica","ITS pipeline completed"
"4f279db3dad1b35e8430624895cc438e","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium koreense","ITS pipeline completed"
"4f2f495cf020c976bc8e1148d71ab9d7","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"4f336a4f13254fd1a5494a4deb571b41","Viridiplantae","Anthophyta","Eudicotyledonae","Fagales","Fagaceae","Fagus","Unclassified","ITS pipeline completed"
"4f43d21ef7c99ea0701ad00fb731944d","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"4f4a8da428678eb632781aa0c2788639","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Tubulicrinis","Unclassified","ITS pipeline completed"
"4f584d37899a1d106b9934451e9b530d","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Unclassified","ITS pipeline completed"
"4f63db445c5b57a4be617d9728f50bff","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Unclassified","ITS pipeline completed"
"4f70574854dd46897d56e3099edd9074","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Unclassified","Unclassified","ITS pipeline completed"
"4f7aa1ad094d7221989f7c0904a282f9","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Unclassified","ITS pipeline completed"
"4f7e88859b71efc3e94103892cf0d880","Fungi","Basidiomycota","Pucciniomycetes","Platygloeales","Unclassified","Unclassified","Platygloea disciformis","ITS pipeline completed"
"4f8c5548b5b038c65777b5b007778720","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae","Kockovaella","Unclassified","ITS pipeline completed"
"4fb3e2b2934d1fd45de0b58c910a4ac9","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"4fb5d807183992471c48551de8f9e135","Fungi","Ascomycota","Leotiomycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"4fbbd57820f4d5031a3c632f5a018564","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Nectria","Unclassified","ITS pipeline completed"
"4fc8d2d1fe220588366ef1892b2463b9","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Calophoma","Calophoma rosae","ITS pipeline completed"
"4fe227d0be8641b8c9032c9026b81f04","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Unclassified","Unclassified","ITS pipeline completed"
"4fe703a0deedcd0b72294645d791a2b7","Fungi","Ascomycota","Unclassified","Microascales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"5029beafc5c279328ab123d6308660c1","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Triscelophorus","Unclassified","ITS pipeline completed"
"502ad3cd5d192b3539390170595fea05","Fungi","Ascomycota","Eurotiomycetes","Sclerococcales","Dactylosporaceae","Dactylospora","Unclassified","ITS pipeline completed"
"503088bf012cb1a7291bb9fc57c1f6bd","Fungi","Ascomycota","Sordariomycetes","Calosphaeriales","Calosphaeriaceae","Jattaea","Jattaea ribicola","ITS pipeline completed"
"503631bead23d889485c8d49d829563d","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"503adf1d0ec7c1c71e2b0d18caa8a93a","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"5042ad3409f3996de196eab34d2a080d","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unclassified","Unclassified","ITS pipeline completed"
"5057e5ddc06baafd8172d6531314c759","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"50632d725eacd4377cbc95eb98bc1377","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Unclassified","ITS pipeline completed"
"506341611fef3518e559e00673345197","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus citrisporus","ITS pipeline completed"
"50715eef5b3014a25d8e07a308b42a68",NA,NA,NA,NA,NA,NA,NA,"Failed QC: no BLAST result passed Quality Control step (no BLAST result, too many N, alignment too short, low quality results)"
"507582c4905bff8c737ba38c68cf2dc8","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"508487fd37d747fb9cf5388c1bed0599","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Sepedonium","Sepedonium chrysospermum var. paxilli","ITS pipeline completed"
"509bd4e1697bc43749d9e241a5d0b8d3","Fungi","Basidiomycota","Agaricomycetes","Hysterangiales","Hysterangiaceae","Hysterangium","Unclassified","ITS pipeline completed"
"50b6d5493852c39b8db4e4db77ce806a","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria","Thelonectria olida","ITS pipeline completed"
"50cf937fd3ed4820a67b7d0c62588ea7","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Melanophyllum","Melanophyllum haematospermum","ITS pipeline completed"
"50fd140eeb215b8870bd9e6b45b2f920","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Unclassified","Unclassified","ITS pipeline completed"
"5102cdd07efcb7fd6e7ed3e3bd5f8f98","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Unclassified","Unclassified","ITS pipeline completed"
"510700f79bd3910b8860b92524bd7a24","Fungi","Rozellomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"5132fa24f6eb3ff76d1dc8f629d4d421","Fungi","Basidiomycota","Cystobasidiomycetes","Erythrobasidiales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"5140594551c1223085635fe5f22bf948","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Unclassified","Unclassified","ITS pipeline completed"
"514ade879ecdd80c1f0391192ca5cf4b","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Wallemia sebi","ITS pipeline completed"
"515514240dfa6cbf0412d425cea462ec","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Unclassified","Unclassified","ITS pipeline completed"
"517566bf6083af6791710fb1b2d46370",NA,NA,NA,NA,NA,NA,NA,"Failed QC: no BLAST result passed Quality Control step (no BLAST result, too many N, alignment too short, low quality results)"
"517d4d693efef692f6cbfc9ee8f58b1e","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Unclassified","ITS pipeline completed"
"5188b6243b7b8d97d1d91b774702dacf","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"518f459ba0893609a3caeb9ee5596163","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unclassified","Pseudocyclothyriella","Unclassified","ITS pipeline completed"
"5191004908d9809bcd12dcf16130032c","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Unclassified","ITS pipeline completed"
"51a4365caaa542ba9d1e706a380f1f09","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Unclassified","Unclassified","ITS pipeline completed"
"51b72a6310fe11e8fd9700bd0c6b71ae","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pyrenochaetopsidaceae","Pyrenochaetopsis","Pyrenochaetopsis leptospora","ITS pipeline completed"
"51baa3bb9fffa1c704dc4d05cc9d94d8","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"51bc41ef0f30010b4d01d19ae32ec7bd","Fungi","Ascomycota","Sareomycetes","Sareales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"51c2a5028be9f9fce970592100ecdae1","Fungi","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae","Unclassified","Unclassified","ITS pipeline completed"
"51c746258375c3f1c63040969def093a","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amorosiaceae","Unclassified","Unclassified","ITS pipeline completed"
"51d464a32d8992aceba2300170433d9f","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Unclassified","ITS pipeline completed"
"51d6238aae86e3d6b9830e0b993514c7","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Elasticomyces","Elasticomyces elasticus","ITS pipeline completed"
"51e39abf176b9f4319ba7c7e7361dfe2","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor moelleri","ITS pipeline completed"
"51e59f7446994472d1143ae70aa37994","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma globispora","ITS pipeline completed"
"51ee8a10c7f3be85dba7533e9617c2bd","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pithoascus","Pithoascus ater","ITS pipeline completed"
"51f25b00e46439a93c0c7310ee344f3f","Viridiplantae","Chlorophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"5205fc330eee4f99a2e639868bcc7344","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","Unclassified","ITS pipeline completed"
"5208b03e76b2384c3134a378f115bee7","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"520cbf1869cc6a407a34bc7c6977c4b6","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"521f241578dbcefeaf1ca3379188403a","Fungi","Ascomycota","Sordariomycetes","Pisorisporiales","Pisorisporiaceae","Achroceratosphaeria","Unclassified","ITS pipeline completed"
"52362f0327c7cf78c5ab4bc626799fdc","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Unclassified","Unclassified","ITS pipeline completed"
"5238d013dc37e92aa559c7c70cbfa261","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma sphagnorum","ITS pipeline completed"
"525c93d8eceb085c2a09cd8a0f008eb5","Fungi","Ascomycota","Dothideomycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"525e2a2c3c1162dae1cd9c2ada6d49c0","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Pyrenochaeta","Unclassified","ITS pipeline completed"
"52677899c8a58c0ce8a4eb55ba4c89f8","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus granulosus","ITS pipeline completed"
"5267f8eff270b5752372ef2abed62fa0","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Unclassified","Unclassified","ITS pipeline completed"
"526976d2ff357119e747bd08071aeff4","Fungi","Basidiomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"527cdd04559b686f347ca696a59c3a65","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Unclassified","ITS pipeline completed"
"52879822809084da48b3560d44bc5d53","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Unclassified","ITS pipeline completed"
"528b65e1424ed9f1052f8a36fd109007","Viridiplantae","Anthophyta","Eudicotyledonae","Lamiales","Pedaliaceae","Sesamum","Sesamum indicum","ITS pipeline completed"
"52ba4496ac5b833185ef8376fdeda34d","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unclassified","Leohumicola","Unclassified","ITS pipeline completed"
"52c4cb367ea4c7e042d3bc6f5b21e788","Viridiplantae","Chlorophyta","Chlorophyceae","Volvocales","Goniaceae","Gonium","Unclassified","ITS pipeline completed"
"52c556ba678b01ad49d5579c0ad5f4bb","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Heterocephalacria","Unclassified","ITS pipeline completed"
"52d4b8ea16faf2e0920c41eeb3f0562a","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"52edbc48fc97cb8bc561502fdbc0e57e","Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","Cadophora","Unclassified","ITS pipeline completed"
"52ee7476c21a722ae2afcb5e65a44215","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Hydeomyces","Hydeomyces hydei","ITS pipeline completed"
"53044f61cdfbba4fcb54cee1e99f43d5","Fungi","Basidiomycota","Cystobasidiomycetes","Sakaguchiales","Sakaguchiaceae","Sakaguchia","Unclassified","ITS pipeline completed"
"530459ed2cdca043afe551624d95cbb9","Fungi","Ascomycota","Pezizomycetes","Pezizales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"530995808a6ace0bae55bbcae6d6e357","Fungi","Ascomycota","Dothideomycetes","Dothideales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"530bb656aae6eafd354e9e285edfa0f3","Fungi","Ascomycota","Eurotiomycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"5312bab1b98b00c5ed55b01402ab291f","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Unclassified","ITS pipeline completed"
"53174ab43f56e0d7ca437e051d176663","Fungi","Basidiomycota","Cystobasidiomycetes","Unclassified","Symmetrosporaceae","Symmetrospora","Symmetrospora rhododendri","ITS pipeline completed"
"53282b746d532aa230c65e8f46789b9b","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Unclassified","Podila humilis","ITS pipeline completed"
"532ed875ce8b41889822ac86a755ee64","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Unclassified","Thelephora liaoningensis","ITS pipeline completed"
"5342afa082987790e0bdc36f678f1868",NA,NA,NA,NA,NA,NA,NA,"Failed QC: no BLAST result passed Quality Control step (no BLAST result, too many N, alignment too short, low quality results)"
"534cc47ab070e7f2434f48a60956eb5e","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cryptocoryneaceae","Cryptocoryneum","Cryptocoryneum pseudorilstonei","ITS pipeline completed"
"535015ba163faf6bbbc5891465323bda","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"535fc6ca4e97a7bb7a4d1ff5c462277a","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Ramularia","Ramularia unterseheri","ITS pipeline completed"
"536018e89a2f715c525bb7d99cc26d5d","Fungi","Ascomycota","Dothideomycetes","Venturiales","Cylindrosympodiaceae","Cylindrosympodium","Unclassified","ITS pipeline completed"
"5360595787ea2c8aec43306d069038cb","Viridiplantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Koliellaceae","Pseudochlorella","Unclassified","ITS pipeline completed"
"536189e89840341b137307e52a6bd1cb","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Clathrosphaerina","Clathrosphaerina zalewskii","ITS pipeline completed"
"53698129d1fd114ec606a74f06377688",NA,NA,NA,NA,NA,NA,NA,"Failed QC: no BLAST result passed Quality Control step (no BLAST result, too many N, alignment too short, low quality results)"
"5375c90ef585c41a24f2137b847fcc12","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Elsinoaceae","Elsinoe","Unclassified","ITS pipeline completed"
"5378b9ba0330df96b41aad6ef33023f2","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala phaeomuriformis","ITS pipeline completed"
"5389d43a666510b9ad911b8232b46159","Viridiplantae","Chlorophyta","Chlorophyceae","Volvocales","Chlamydomonadaceae","Unclassified","Unclassified","ITS pipeline completed"
"53a6eed0ab64715cb553744b0d7124bb","Fungi","Basidiomycota","Agaricostilbomycetes","Agaricostilbales","Chionosphaeraceae","Unclassified","Unclassified","ITS pipeline completed"
"53afd68023e324aa926e7fd272f64a4b","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"53b33e58b5b439d6207b115dff8b142a","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","Paraphoma radicina","ITS pipeline completed"
"53d28c471d47b000d8fde5db8d1abe7d","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Neonectria","Neonectria candida","ITS pipeline completed"
"53d9d3aea2748764b541c4118361f6fe","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"53f9bec390e5d87ad112ced6417cde4c",NA,NA,NA,NA,NA,NA,NA,"Failed QC: no BLAST result passed Quality Control step (no BLAST result, too many N, alignment too short, low quality results)"
"54124b20341a90325190e752e7244a28",NA,NA,NA,NA,NA,NA,NA,"Failed QC: no BLAST result passed Quality Control step (no BLAST result, too many N, alignment too short, low quality results)"
"5415ade4c29faa2ba168672971048b84","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"54161fe9845165dd93e4322cf9954624","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Drechmeria","Drechmeria campanulata","ITS pipeline completed"
"541624f824e9fb807e9a4d4ec587aadf","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Sepedonium","Sepedonium laevigatum","ITS pipeline completed"
"54181b6219d39b443aa02f0e5030c7d2","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron majus","ITS pipeline completed"
"5419b879a3e3f9606bd746a8afa54663","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Camarosporioides","Camarosporioides phragmitis","ITS pipeline completed"
"541b21f5e63af2246c27a111b7c93c22","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Triscelophorus","Unclassified","ITS pipeline completed"
"542eaea7ffbb86e764bd989e094ade07","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta hoffmannii","ITS pipeline completed"
"5457ca2cdb7812f26c890cb41cce45c8","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Absidia","Unclassified","ITS pipeline completed"
"545b1e30d57a9a537400830798f7e535","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavulinopsis","Unclassified","ITS pipeline completed"
"5461abaef9f6074d6a0cc709cc3cc6cc","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"548dedb6fa42c67873b188302ebac67d","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"549fcb30bebeaaa79bc4cb407ed73cb3","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Unclassified","Unclassified","ITS pipeline completed"
"54bb31db9785430cf8e61d54d3791a9a","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"54c278a11186f9799b44f59408266e20","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma neglectum","ITS pipeline completed"
"54d0b3d1aa4ea7e6c94282d4daa613f0","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"54d30a2d504cfff14233f650fffe9f86","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"54d92ab669e445b16975b0f22cf30ba4","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Malbranchea","Malbranchea ostraviensis","ITS pipeline completed"
"54ea83043ca51cdd273b80fd71925ad3","Viridiplantae","Bryophyta","Bryopsida","Bryales","Mniaceae","Mnium","Unclassified","ITS pipeline completed"
"54ecf751069c98b94c10dacbb545960f","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"54fc841464d62741fcfd27b29bfc4ec3","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Cytosporaceae","Cytospora","Cytospora cinereostroma","ITS pipeline completed"
"5506bf1aa0cb61a13a067e3607e714ad","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Unclassified","ITS pipeline completed"
"5510c16409dfb21de1391d8061221761","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Geomyces","Unclassified","ITS pipeline completed"
"5512f88d586d936a6671e0de0e1a4a01","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Unclassified","Unclassified","ITS pipeline completed"
"551bd201b539a77543cd969540c9bf46","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Bulleribasidium","Unclassified","ITS pipeline completed"
"55200b3c9dddbb9fb9f8b0610f5157d5","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Dissoconiaceae","Dissoconium","Unclassified","ITS pipeline completed"
"553c6695feed4e4c28daa13362d134ca","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Unclassified","Unclassified","ITS pipeline completed"
"554635de16750e513c6e30252f7cb371","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Unclassified","Unclassified","ITS pipeline completed"
"554645ae28e5695d444b12f1dd52a0b4","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Pyrenodesmia","Pyrenodesmia albopruinosa","ITS pipeline completed"
"554d8d4bc34d2bedc4b69a41cf44b76f","Fungi","Mucoromycota","Umbelopsidomycetes","Umbelopsidales","Umbelopsidaceae","Umbelopsis","Umbelopsis angularis","ITS pipeline completed"
"555682df40ad0bb77ba99a1b3281e44c","Fungi","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae","Unclassified","Unclassified","ITS pipeline completed"
"55703441640b1a4fbccb783c8ad76c98","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Nigrogranaceae","Nigrograna","Unclassified","ITS pipeline completed"
"5570ac3ca8d94f500ec4aaf68250a1d5","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","Mrakia panshiensis","ITS pipeline completed"
"5572d616d582b4f820a98065c1428b74","Viridiplantae","Chlorophyta","Trebouxiophyceae","Prasiolales","Unclassified","Elliptochloris","Unclassified","ITS pipeline completed"
"558016ce065d67d79a010c3a481a195f","Fungi","Basidiomycota","Exobasidiomycetes","Exobasidiales","Exobasidiaceae","Exobasidium","Exobasidium nobeyamense","ITS pipeline completed"
"5591e3e73ad675d069d348c0d427b3eb","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria","Dactylonectria anthuriicola","ITS pipeline completed"
"559866391e6326c6705e76595bb7001f","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Nemania","Nemania serpens","ITS pipeline completed"
"55a419ff8c1ebc628de20badba752387","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Unclassified","Unclassified","ITS pipeline completed"
"55c5c09440fe05d92b3fc3789115aafa","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Unclassified","ITS pipeline completed"
"55d677727a37497718491c0bc6a4df99","Fungi","Ascomycota","Pezizomycetes","Pezizales","Unclassified","Coprotus","Unclassified","ITS pipeline completed"
"55e191820199369e47a80c37a18d31b2","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Stictidaceae","Cryptodiscus","Unclassified","ITS pipeline completed"
"55e6ca1811ce3ac243a971138e52e9ec","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"55f5cd44550980fb039d82c3ed0e38fb","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Clitocybe","Clitocybe subditopoda","ITS pipeline completed"
"55fa776e5c703896eb39b49afcd1a34d","Amoebozoa","Variosea","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"560982780d50180b75868e017982f206","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Unclassified","ITS pipeline completed"
