qseqid,kingdom,phylum,class,order,family,genus,species,notes
"001c458163857fed4ec8de7b14bc2128","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Sporocadus","Sporocadus rosigena","ITS pipeline completed"
"001d0917ad5444b5c79b2524e1fc2100","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Genolevuria","Unclassified","ITS pipeline completed"
"0021a4153af72fa4be9a9728a32c5a90","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"0023727d427766599bc31264129bb118","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavaria","Unclassified","ITS pipeline completed"
"0026605cffff3270d98f5efecb294fd5","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Unclassified","Unclassified","ITS pipeline completed"
"0030eefa7f457e2a13779bb02fe35eb8","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium","Myrothecium chiangmaiense","ITS pipeline completed"
"0036365761144b9f58e79ac883537574","Fungi","Ascomycota","Dothideomycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"0053a80293a1a3ad8f3c71048d77438e","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Incertomyces","Unclassified","ITS pipeline completed"
"005b508fdacb9448cbcbbf59589d9866","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unclassified","Unclassified","ITS pipeline completed"
"0062ff6ac09b4ac885dbb7075ea84f56","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"006724dee916fc65d1dece7ce075d211","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Unclassified","Unclassified","ITS pipeline completed"
"00712d65ef72af623453bf9b5c63415a","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora rufa","ITS pipeline completed"
"0076458158b838055fbbd97689650e81","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"00782178b16f4f6b6f9e079fd4e9a7d8","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","Marquandomyces marquandii","ITS pipeline completed"
"007a1ccbb3d8ad9c807ed7810ba909cd","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Xeromphalina","Xeromphalina setulipes","ITS pipeline completed"
"00aee52cc0ccefed781761aebb6ffd07","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe squarrosolutea","ITS pipeline completed"
"00b58a658b48c323413230bb0e0946d3","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"00bdea16f5afea438d9bbcb3df8c156e","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Unclassified","Unclassified","ITS pipeline completed"
"00bec528707845a94dd8988e3bd95b63","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae","Phragmocephala","Phragmocephala atra","ITS pipeline completed"
"00bf0ba0392691af807fa374c8967dc2","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Unclassified","Unclassified","ITS pipeline completed"
"00cc16c5ba54b9d2e0b83c7cbc24bf2b","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria chlamydospora","ITS pipeline completed"
"00d69b92d710d2ca24147311d72f78b0","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"00d88249cb863814905663b5692ef8b0","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces patagonicus","ITS pipeline completed"
"00da41455db86420f2a4e6d460961a5e","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces assiutensis","ITS pipeline completed"
"00db299fc6f59bf0f298ffc920de0a37","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota coloratipes","ITS pipeline completed"
"00e48106b5767c9b15c75f76c140f995","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Lecythophora","Unclassified","ITS pipeline completed"
"00efed837f3c2a3f5ccf5bd83d8ce183","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"00f8f684854aa23192e263dc6764c4b5","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Unclassified","ITS pipeline completed"
"00fb90cd866e1237bc1ba1a507172ec5","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"010081238532643667ed0a09aa9711ce","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Cistella","Unclassified","ITS pipeline completed"
"01093b7f86b4d22b7b77392fcfdd6dc0","Viridiplantae","Chlorophyta","Chlorophyceae","Chaetopeltidales","Chaetopeltidaceae","Planophila","Planophila laetevirens","ITS pipeline completed"
"010ff7ce8588ba1baca0b07f57de65bd","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"01149eb05a4d9a9dd37ea2ede60a147e","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Unclassified","Unclassified","ITS pipeline completed"
"0118822ee969ea291120856b64531c54","Fungi","Basidiomycota","Microbotryomycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"012f6363f71e8825d4e77f4e6e03ebea","Fungi","Ascomycota","Lecanoromycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"014519cec11cf267ccf1fa74b59c4116","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Unclassified","ITS pipeline completed"
"014af49aeff70555baa309362c3a4c59","Fungi","Basidiomycota","Microbotryomycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"015af8e96e75e2c80ab2dcadf52bb31f","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron","Unclassified","ITS pipeline completed"
"0179e6eec7c8a579530be36f83e7a02a","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Unclassified","ITS pipeline completed"
"01874eaaa495d8d6248bfd150d5d5056",NA,NA,NA,NA,NA,NA,NA,"Failed QC: no BLAST result passed Quality Control step (no BLAST result, too many N, alignment too short, low quality results)"
"01980225236992cf05184e1749bdf216","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Gymnostellatospora","Gymnostellatospora bhattii","ITS pipeline completed"
"019d3eab28a8a782169e7f90835d14ac","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Populocrescentia","Populocrescentia ammophilae","ITS pipeline completed"
"01a6d44f6c259b982d61dcb6b08e4de8","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Unclassified","Unclassified","ITS pipeline completed"
"01a9e52d5543a7a59ff7cc7a3f02d2da","Fungi","Basidiomycota","GS27","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"01b25a9ebb9ed36d89cceef4a0cfd09e","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecanora","Lecanora intricata","ITS pipeline completed"
"01b31bb8f0944a121b6a86ae34ae5459","Viridiplantae","Chlorophyta","Trebouxiophyceae","Prasiolales","Unclassified","Elliptochloris","Unclassified","ITS pipeline completed"
"01d95c3400d6b52f162e7703f672c187","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Unclassified","ITS pipeline completed"
"01dcfb7f9b3b237d8b3225719150591b","Fungi","Ascomycota","Dothideomycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"01e331d923fa01e2af4cb89d1decc289","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Unclassified","ITS pipeline completed"
"01e98d8e825d2afe91f4034b80aeef86","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"01edc77415fb6a2b1aacb33e70309a18","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"01f0579d4ecb53cb7811fd8f2e8e0a8b","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius nigrobrunneus","ITS pipeline completed"
"01f195245ff5adf3f4b21a8382b66080","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecanora","Lecanora subravida","ITS pipeline completed"
"01fa3996cd591bb934a56ca489c5a1dc","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Neoascochyta","Neoascochyta tardicrescens","ITS pipeline completed"
"01fb82e3f320d7c72ef84dc42fd4f205","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cylindrocladiella","Unclassified","ITS pipeline completed"
"01fe274d7615b450900e1adae4b2413f",NA,NA,NA,NA,NA,NA,NA,"Failed QC: no BLAST result passed Quality Control step (no BLAST result, too many N, alignment too short, low quality results)"
"020107c826f5520ed39d7dfa9417b0f9","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Unclassified","ITS pipeline completed"
"02140c9fe3658c584b220aacba41bcf5","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Unclassified","ITS pipeline completed"
"021da4e9bd4ecc974c53a13b81e35ff7","Fungi","Ascomycota","Sordariomycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"02222df5115a619c8daa235539edf0db","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Vandijckomycella","Vandijckomycella snoekiae","ITS pipeline completed"
"0237aa3908afbb735231089c388182b8","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Unclassified","ITS pipeline completed"
"023ecce4207bc6be09aebf2709ede54c","Fungi","Ascomycota","Sordariomycetes","Cephalothecales","Cephalothecaceae","Unclassified","Unclassified","ITS pipeline completed"
"024a2570bd4ff9f3574f34937c68419f","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Unclassified","Unclassified","ITS pipeline completed"
"024dd0f96e8484e79c8b672d37c41bd3","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"02b86e2b6ae9cdb7beb847ac058312d2","Fungi","Ascomycota","Dothideomycetes","Asterinales","Melaspileellaceae","Unclassified","Unclassified","ITS pipeline completed"
"02c5cc36f5e7ee9a44ba58abc4fd4012","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Unclassified","Unclassified","ITS pipeline completed"
"02f5a2e9ead6ebdd2111750bb552a108","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Unclassified","ITS pipeline completed"
"02f9bf71a2c9e14cda024b5ce28ba1b4","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Unclassified","Unclassified","ITS pipeline completed"
"03031ffc4c2ee5f9705d1baed8e5249f","Fungi","Ascomycota","Sordariomycetes","Sordariales","Bombardiaceae","Ramophialophora","Unclassified","ITS pipeline completed"
"033a719b3ed4698d0003167843d87195","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Geminibasidium","Unclassified","ITS pipeline completed"
"033b2b33a6686e4d387176ff37c9f9b9","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"0350f0ba8ddf737e57101d2ea1ba8381","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium fluviserpens","ITS pipeline completed"
"035a7c35c8a06b18d641f60d058a5c02","Fungi","Ascomycota","Leotiomycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"035d8edfaabba3e1a4a832859918fc1d","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora","Stagonospora pseudoperfecta","ITS pipeline completed"
"03684cb43a5ebfa123144e7e12228ef7","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala opportunistica","ITS pipeline completed"
"0368547a6b84d53189e6c4ba9044a459","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Unclassified","Unclassified","ITS pipeline completed"
"038a5971ad5727f91647121e70426aeb","Fungi","Basidiomycota","Wallemiomycetes","Wallemiales","Wallemiaceae","Wallemia","Unclassified","ITS pipeline completed"
"0391a9739bcbef5e65c94a2fd95384cc","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Teratosphaeriaceae","Teratosphaeria","Unclassified","ITS pipeline completed"
"03a6f29e80a3df180f736d5ee9e18485","Fungi","Ascomycota","Lecanoromycetes","Unclassified","Micropeltidaceae","Unclassified","Unclassified","ITS pipeline completed"
"03b23f8522e9dfc0545750e1572b49f2","Fungi","Basidiomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"03ca09e392fe8423371a5c7b682c45ff","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Unclassified","Unclassified","ITS pipeline completed"
"03eccd5e078d8a969392a39f0b5a8470","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Amicodisca","Unclassified","ITS pipeline completed"
"04057a1a67738aa5342ce5d33f41753e","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","Tulostoma calcareum","ITS pipeline completed"
"04093293d0476f812afea96d4ffa420f","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"04141628f1fd309b6ab5c4435c111769","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"0415a66028d1385cbd4ca696e9ffe738","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Unclassified","Unclassified","ITS pipeline completed"
"041acbbaea60c413f9657b783ae16f49","Fungi","Basidiomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"041b504bcdc69e156970928ffe373c98","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"042d8a42a520797d4ddad56c034dcd97","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Unclassified","Unclassified","ITS pipeline completed"
"0443f33605521e7f1ec2279671bc67ae","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Tomentella","Unclassified","ITS pipeline completed"
"0453b66f6eb0aaa3424656525e739933","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Neodevriesiaceae","Neodevriesia","Neodevriesia metrosideri","ITS pipeline completed"
"0465640d5189a2655a3b4e8482153e3c","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","Cirrenalia","Unclassified","ITS pipeline completed"
"046d66d8b6f580b30d884a51000ee9c8","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Unclassified","ITS pipeline completed"
"0477288ff8d310cf6e102c9488908914","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Rhinocladiella","Unclassified","ITS pipeline completed"
"048cfa470a3e8290e923007d20e914be","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Unclassified","Unclassified","ITS pipeline completed"
"04902aa115fc55e30e4676f80bb121ee","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","Leucosporidium intermedium","ITS pipeline completed"
"049229b68d4785b71ac50e0847393102",NA,NA,NA,NA,NA,NA,NA,"Failed QC: no BLAST result passed Quality Control step (no BLAST result, too many N, alignment too short, low quality results)"
"049b8deca3f16cfd603846e1963cd16d","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","Pseudocoleophoma yunnanensis","ITS pipeline completed"
"049be191be2cdbb3dc52585ca91ec82d","Fungi","Ascomycota","Leotiomycetes","Helotiales","Pleuroascaceae","Unclassified","Unclassified","ITS pipeline completed"
"04a16909e6d78be4005278cfadf352c7","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"04aa4a739bdd2d0532706925f59e1e16","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Gorgonomycetaceae","Gorgonomyces","Gorgonomyces haynaldii","ITS pipeline completed"
"04bb3ed7ac96446f47a05c469ff1baf4","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Pestalotiopsis","Pestalotiopsis biciliata","ITS pipeline completed"
"04bde1a4a937b709f0bd203df2fa402c","Viridiplantae","Chlorophyta","Chlorophyceae","Oedogoniales","Oedogoniaceae","Oedogonium","Unclassified","ITS pipeline completed"
"04c03fdc46fbbba1539318ae011ebf8a","Fungi","Ascomycota","Sordariomycetes","Sordariales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"04c4d594e7ec9be479a7fe596426a863","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium","Unclassified","ITS pipeline completed"
"04d390bfc98008099b365c310069fa4a","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Praetumpfia","Praetumpfia obducens","ITS pipeline completed"
"04d78042ec42c5b7fd0a781ccad0c6d9","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"04df4ee3d3295de6a83f19d157c38a56","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Unclassified","Unclassified","ITS pipeline completed"
"04df9535f3fa6d632976c0ed69fc0584","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Septoriella","Septoriella leuchtmannii","ITS pipeline completed"
"04ee36c0a0f5018f60a01105a0392447","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Massarinaceae","Stagonospora","Unclassified","ITS pipeline completed"
"0500b98d0a3a21c401b2b164135bb3d5","Viridiplantae","Chlorophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"0513947b0d7efc0e5b4e3be6e8da27b3","Viridiplantae","Chlorophyta","Trebouxiophyceae","Trebouxiales","Trebouxiaceae","Trebouxia","Unclassified","ITS pipeline completed"
"051a05540454f5bc16775dda41e14a83","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"054174ef8d8c21b30745fd4b11ab0578","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Unclassified","Unclassified","ITS pipeline completed"
"054a0ea187b7cfff7351cd08b592aee1","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Unclassified","ITS pipeline completed"
"054f3fb07818769e9c34e6235b2ae56d","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"05520dae46e2aac07c44b0c9e4f58bc5","Viridiplantae","Chlorophyta","Ulvophyceae","Unclassified","Unclassified","Desmochloris","Desmochloris halophila","ITS pipeline completed"
"057bedf3ba83420200be86c0879af358","Fungi","Ascomycota","Dothideomycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"05851cbeeb2a07d602cf6f4e8514729e","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotium","Unclassified","ITS pipeline completed"
"0588a4108d70e325525e62444cb193f4","Viridiplantae","Chlorophyta","Chlorophyceae","Volvocales","Chlamydomonadaceae","Chlamydomonas","Unclassified","ITS pipeline completed"
"058b5fd63168a35759e14dfd365b0f63","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","Unclassified","ITS pipeline completed"
"0594dafb930ee1f95e55b890e73cf7a8","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Apiosporaceae","Arthrinium","Arthrinium agari","ITS pipeline completed"
"05bc956147f2ecdc3e7c7c5c92d8f7c2","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"05c43983b45bfcd20e332b52a446267b",NA,NA,NA,NA,NA,NA,NA,"Failed QC: no BLAST result passed Quality Control step (no BLAST result, too many N, alignment too short, low quality results)"
"05e462bc65dbb591fb5e1da4518ea7ce","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Unclassified","Unclassified","ITS pipeline completed"
"05ebadc0cdf9eeddbfcf8b98c2cbb490","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella","Tremella subalpina","ITS pipeline completed"
"05f9c763f6e6ff51890e38f31b53bd5e","Viridiplantae","Chlorophyta","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"0611a2ba2e8e5512605245b402d6f888","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Tubulicrinis","Tubulicrinis subulatus","ITS pipeline completed"
"0613c28d62a9a675cf3a54e101d217f1","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unclassified","Unclassified","ITS pipeline completed"
"06164e700662886e9901236a25914250","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma phaeocyathus","ITS pipeline completed"
"0616fe33ed37338d8445c75c71a39509","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Unclassified","Unclassified","ITS pipeline completed"
"061a5fbccdd2a03a2058e78052f79ab7",NA,NA,NA,NA,NA,NA,NA,"Failed QC: no BLAST result passed Quality Control step (no BLAST result, too many N, alignment too short, low quality results)"
"061d35d8850faca616cfa036946f5b8b","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","Unclassified","ITS pipeline completed"
"0631757960202292137260f798b73b1c","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"0632d630cfe85c888897b2ac8d07b0ab","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Unclassified","ITS pipeline completed"
"0639e7beb36ffcddac23a3a4989cdf21","Fungi","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","Peniophora","Peniophora cinerea","ITS pipeline completed"
"065b762cb94ee91bec8c043ec4dbce12","Fungi","Ascomycota","Leotiomycetes","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"06683c77f1c244d81f0a3f128e8d1536","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"066e5f59dfae2f2f5aa8026aff3ab0ee","Fungi","Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Discosia","Discosia pseudoartocreas","ITS pipeline completed"
"067db504ebe5180fe61cc8083254bba3","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Unclassified","ITS pipeline completed"
"06811e8926fc302af41da7c37f237ee2","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Unclassified","Unclassified","ITS pipeline completed"
"069e74701c2bc39472aa4a7c0bf80169","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cryptocoryneaceae","Cryptocoryneum","Unclassified","ITS pipeline completed"
"06a2a0eb2c24507e197b7d0176681995","Fungi","Ascomycota","Leotiomycetes","Helotiales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"06a81af28f0f7492f0c4464e74e89f4e","Fungi","Basidiomycota","Microbotryomycetes","Kriegeriales","Camptobasidiaceae","Glaciozyma","Glaciozyma antarctica","ITS pipeline completed"
"06b281e0abed3aeb55f8df3c66651e4c","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Lamprospora","Lamprospora carbonicola","ITS pipeline completed"
"06b42eb01b182db64776f67dfd80962f","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"06b9908ee3624a822f8f0f1e30b96c07","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"06d34572a26ad56d34872b0e40e5dd63","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"06e75ee806496c70d84e14b00d79b38e","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","Mrakia frigida","ITS pipeline completed"
"06e9bb67de441fd4ede04f26d929050f","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Unclassified","ITS pipeline completed"
"06eb8beb240c2766c47daa8e2aff154d","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Physcia","Physcia millegrana","ITS pipeline completed"
"0707fbd8d24f14dd3a9cea9b57c54011","Fungi","Ascomycota","Leotiomycetes","Leotiales","Tympanidaceae","Unclassified","Unclassified","ITS pipeline completed"
"070b4eba33e93e50305b8a75e743b3bb","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Tolypocladium","Tolypocladium pustulatum","ITS pipeline completed"
"0710f2c93307c6c9916e2e01357cf17e","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"07223752f6d6e838ce93ed13f863da28","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"07223f1b39876dc4f76c5495bd6845d2","Fungi","Ascomycota","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","ITS pipeline completed"
"07234d44aade790b29b39421d3d95c12","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unclassified","Unclassified","ITS pipeline completed"
"073e68043921412f96bc47394e595254","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Unclassified","Unclassified","ITS pipeline completed"
"0740f60b65189608d443a6af2c200012","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora","Pyrenophora sieglingiae","ITS pipeline completed"
"0744f1a369ada627ee98600509135e5a","Viridiplantae","Chlorophyta","Chlorophyceae","Volvocales","Chlamydomonadaceae","Lobomonas","Unclassified","ITS pipeline completed"
"075fe51aef0287b4ea3c40073608d470","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","Tulostoma pseudopulchellum","ITS pipeline completed"
"077227e277aa1da389a5e07a681c5fb9","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Unclassified","Unclassified","ITS pipeline completed"
"077b8c1b3c87b08e16a6acfdfaac4051","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","Sporormiella megalospora","ITS pipeline completed"
